"id","est","fecha","altura","caudal","velocidad","superficie","metodo_aforo","observaciones"
"1290","25068005","1999-09-23",NULL,"0.0057","0.37","0.014","MICROMOLINETE",NULL
"1291","26078008","1999-09-30",NULL,"0.0214","0.05","0.384","MICROMOLINETE",NULL
"1292","26097032","1999-09-30",NULL,"0.0202","0.51","0.043","MICROMOLINETE",NULL
"1293","25067998","1999-10-01",NULL,"0.07","1.6","0.043","MICROMOLINETE",NULL
"1294","E005","1999-10-01",NULL,"0.0564","0.465","0.2645","SEBA/MICRO","DIFERENCIAL"
"1295","E002","1999-10-02",NULL,"0.0115","0.734","0.0156729","MICROMOLINETE","Aforado en conducció"
"1296","25122006","1999-10-04",NULL,"0.0023","0.36","0.006","MICROMOLINETE",NULL
"1297","25128025","1999-10-04",NULL,"0.0159","2.01","0.008","MICROMOLINETE",NULL
"1298","26131008","1999-10-04",NULL,"0.049","0.22","0.226","MOLINETE","CANAL"
"1299","26132213","1999-10-04",NULL,"0.0019","0.16","0.013","MICROMOLINETE",NULL
"1300","23087006","1999-11-08","0.18","0.0453","0.76","0.058","MICROMOLINETE",NULL
"1301","23092008","1999-11-08",NULL,"0.0371","0.28","0.15","MICROMOLINETE",NULL
"1302","23094002","1999-11-08",NULL,"0.0021","0.14","0.014","MICROMOLINETE",NULL
"1303","24083003","1999-11-08","0.14","0.14","0.52","0.268","MOLINETE",NULL
"1304","25081038","1999-11-08",NULL,"0.144","0.32","0.463","MOLINETE",NULL
"1305","AN531","1999-11-15","1.41","12.2","1.14","10.777","MOLINETE",NULL
"1306","AN531","1999-11-15","1.41","12.2","1.14","10.777","MOLINETE",NULL
"1307","AN532","1999-11-15","0.59","3.405","0.59","5.628","MOLINETE",NULL
"1308","23074005","1999-11-16",NULL,"0.1232","0.3","0.411","MOLINETE",NULL
"1309","24073004","1999-11-16",NULL,"0.25","0.27","0.958","MOLINETE",NULL
"1310","24074012","1999-11-16",NULL,"1.577","0.94","0.875","MOLINETE",NULL
"1311","24074012","1999-11-16",NULL,"2.421","0.94","2.584","MOLINETE",NULL
"1312","25122006","1999-11-17",NULL,"0.0023","0.25","0.009","MICROMOLINETE",NULL
"1313","25128005","1999-11-17",NULL,"0.0073","0.19","0.041","MICROMOLINETE",NULL
"1314","25128020","1999-11-17",NULL,"0.0407","0.66","0.061","MICROMOLINETE",NULL
"1315","25128025","1999-11-17",NULL,"0.026","2.72","0.01","MOLINETE",NULL
"1316","26131008","1999-11-17",NULL,"0.0303","0.14","0.213","MOLINETE",NULL
"1317","AN531","1999-11-22","1.06","3.24","0.36","8.992","MOLINETE",NULL
"1318","AN531","1999-11-22","1.06","3.24","0.36","8.992","MOLINETE",NULL
"1319","26071218","1999-11-22","106","2.374",NULL,NULL,"MOLINETE","DIFERENCIAL"
"1320","26078008","1999-11-22",NULL,"0.187","0.38","0.535","MOLINETE",NULL
"1321","26085004","1999-11-22",NULL,"0.0119","0.18","0.068","MICROMOLINETE",NULL
"1322","AN434","1999-11-23","0.24","1.069","0.44","2.324","MOLINETE",NULL
"1323","24067036","1999-11-23","360","0.275",NULL,NULL,"MOLINETE","DIFERENCIAL"
"1324","24068038","1999-11-23",NULL,"0.069","0.32","0.238","MOLINETE",NULL
"1325","24074005","1999-11-23",NULL,"0.21268","2.17025","0.098","MOLINETE",NULL
"1326","24074015","1999-11-23","24","1.069","0.44","2.324","MOLINETE","IRIBAS"
"1327","AN520","1999-12-07","0.305","0.39","1.21","0.321","MOLINETE",NULL
"1328","AN530","1999-12-07","0.237","0.362","1","0.358","MOLINETE",NULL
"1329","AN532","1999-12-07","0.35","0.516","0.57","0.858","MOLINETE",NULL
"1330","AN533","1999-12-07","0.24","0.865","0.28","3.213","MOLINETE",NULL
"1331","AN433","1999-12-09","0.305","3.176","1.2","2.597","MOLINETE",NULL
"1332","AN434","1999-12-09","0.81","0.846","0.65","1.31","MOLINETE",NULL
"1333","AN531","1999-12-09","0.9","0.988","0.17","5.863","MOLINETE",NULL
"1334","AN531","1999-12-09","0.9","0.988","0.17","5.863","MOLINETE",NULL
"1335","AN941","1999-12-09","0.14","2.062","0.82","2.545","MOLINETE",NULL
"1336","AN942","1999-12-09","0.48","1.134","1.63","0.693","MOLINETE",NULL
"1337","AN311","1999-12-13","0.585","4.428","0.28","15.572","MOLINETE",NULL
"1338","AN311","1999-12-13","0.585","4.428","0.28","15.572","MOLINETE",NULL
"1339","AN313","1999-12-13","0.76","5.586","1.22","4.604","MOLINETE",NULL
"1340","AN322","1999-12-13","0.76","5.586","1.22","4.604","MOLINETE",NULL
"1341","AN331","1999-12-13","0.143","0.112","0.65","0.168","MOLINETE",NULL
"1342","25065028","1999-12-14",NULL,"0.054","0.31",NULL,"MOLINETE","SUMA DE DOS SECCIONE"
"1343","25066021","1999-12-14",NULL,"0.169",NULL,NULL,"MOLINETE","REGATA+SOBRADERO"
"1344","25066036","1999-12-14",NULL,"0.235",NULL,NULL,"MOLINETE","AFORO DIFERENCIAL"
"1345","25071025","1999-12-14",NULL,"0.0388","0.61","0.059","MICROMOLINETE","+Agua de tubería."
"1346","25073014","1999-12-14",NULL,"0.114","0.5","0.227","MOLINETE",NULL
"1347","E002","1999-12-14",NULL,"0.037","2.0299","0.0186","MICROMOLINETE",NULL
"1348","E003","1999-12-14",NULL,"0.2","0.72","0.289","MOLINETE","TROP PLEIN"
"1349","26078002","1999-12-20",NULL,"0.344","0.69","0.504","MOLINETE",NULL
"1350","27074002","1999-12-20",NULL,"0.108","1.07","0.102","MOLINETE",NULL
"1351","27083009","1999-12-20",NULL,"0.01755","0.32","0.056","MICROMOLINETE",NULL
"1352","27085001","1999-12-20",NULL,"0.03469","0.3606","0.09621","MOLINETE",NULL
"1353","27086007","1999-12-20",NULL,"0.248","0.44","0.6","MOLINETE",NULL
"1354","24064065","2000-01-31",NULL,"0.0393",NULL,NULL,"MOLINETE","DIFERENCIAL"
"1355","25056029","2000-01-31",NULL,"0.0139","0.39","0.037","MICROMOLINETE",NULL
"1356","25062064","2000-01-31",NULL,"0.1548","0.36","0.424","MOLINETE",NULL
"1357","25066009","2000-01-31",NULL,"0.0315",NULL,NULL,"MOLINETE","DIFERENCIAL"
"1358","25068001","2000-01-31",NULL,"0.1348",NULL,NULL,"MOLINETE","MANAN MAS TROP PLEIN"
"1359","E005","2000-01-31",NULL,"0.0897",NULL,NULL,"MOLINETE","DIFERENCIAL"
"1360","26074006","2000-02-11",NULL,"0.0759","0.58","0.131","MICROMOLINETE",NULL
"1361","27075012","2000-02-11",NULL,"0.0482",NULL,NULL,"MOLINETE","MOL/MICROM. SUMA DE DOS AFOROS"
"1362","AN942","2000-02-18","1.21","24.1114","2.06","11.624","TORNO",NULL
"1363","AN942","2000-02-18","1.165","22.4963","2.01","11.159","TORNO",NULL
"1364","AN941","2000-04-03","0.27","6.6221","0.59","11.323","MOLINETE",NULL
"1365","AN942","2000-04-03","0.74","3.8561","0.62","6.122","MOLINETE",NULL
"1366","24064065","2000-04-03",NULL,"0.0816","0.26","0.34","MOLINETE",NULL
"1367","E005","2000-04-03",NULL,"0.4222","0.55","2.647","MOLINETE","DIFERENCIAL"
"1368","AN4311","2000-04-04","0.23","4.3276","1.1","3.921","MOLINETE",NULL
"1369","24068038","2000-04-04",NULL,"0.1695","0.57","0.306","MOLINETE",NULL
"1370","23087006","2000-04-11","0.5","0.7241","1.03","0.785","MOLINETE",NULL
"1371","23092008","2000-04-11",NULL,"0.0413","0.19","0.215","MOLINETE",NULL
"1372","25081038","2000-04-12",NULL,"0.1998","0.75","0.271","MOLINETE",NULL
"1373","AN530","2000-04-14","1.45","42.894","3.648","12.129","TORNO",NULL
"1374","AN434","2000-05-02",NULL,"1.0584","0.42","2.563","MOLINETE",NULL
"1375","23074005","2000-05-02",NULL,"0.0684","0.24","0.285","MOLINETE",NULL
"1376","24073004","2000-05-02",NULL,"0.1087","0.39","0.3","MOLINETE",NULL
"1377","24074012","2000-05-02",NULL,"0.5111","0.27","1.826","MOLINETE",NULL
"1378","AN520","2000-05-03","0.44","0.7554","1.53","0.495","MOLINETE",NULL
"1379","AN530","2000-05-03","0.4","1.7276","0.79","2.138","MOLINETE",NULL
"1380","AN532","2000-05-03","0.38","0.6914","0.61","1.075","MOLINETE",NULL
"1381","AN533","2000-05-03","0.26","1.1225","0.14","7.114","MOLINETE",NULL
"1382","25056029","2000-05-04",NULL,"0.0215","0.37","0.057","MOLINETE",NULL
"1383","25062064","2000-05-04",NULL,"0.4321","0.55","0.777","MOLINETE",NULL
"1384","25066009","2000-05-04",NULL,"0.1069","0.46","0.334","MOLINETE","DIFERENCIAL"
"1385","25067998","2000-05-04",NULL,"0.0455","0.25","0.173","MOLINETE",NULL
"1386","25068001","2000-05-04",NULL,"0.33745","0.29","0.193","MOLINETE","2 AFOROS SUMADOS"
"1387","25068005","2000-05-04",NULL,"0.0597","0.56","0.109","MOLINETE",NULL
"1388","25065028","2000-05-08",NULL,"0.0313","0.3","0.098","MOLINETE",NULL
"1389","25066021","2000-05-08",NULL,"0.0615","0.3","0.205","MOLINETE",NULL
"1390","25066036","2000-05-08",NULL,"0.163","0.26","0.629","MOLINETE","DIFERENCIAL"
"1391","25067016","2000-05-08",NULL,"0.1077","0.24","0.534","MOLINETE","DIFERENCIAL"
"1392","E002","2000-05-08",NULL,"0.0462","0.27","0.171","MOLINETE","TROP PLEIN"
"1393","E003","2000-05-08",NULL,"0.0365","1.5111","0.0242","MOLINETE",NULL
"1394","27074002","2000-05-09",NULL,"0.0277","0.2","0.12","MOLINETE",NULL
"1395","27075012","2000-05-09",NULL,"0.8098","0.75","0.411","MOLINETE","VARIOS AFOROS SUMADO"
"1396","27083009","2000-05-09",NULL,"0.0984","0.48","0.193","MOLINETE",NULL
"1397","27085001","2000-05-09",NULL,"35.44","0.368","0.09621","MOLINETE",NULL
"1398","26078002","2000-05-11",NULL,"0.0992","0.24","0.466","MOLINETE",NULL
"1399","26078008","2000-05-11",NULL,"0.3144","0.56","0.605","MOLINETE",NULL
"1400","AN313","2000-05-15","0.69","2.9817","0.53","5.579","MOLINETE",NULL
"1401","AN322","2000-05-15","0.69","2.9817","0.53","5.579","MOLINETE",NULL
"1402","AN331","2000-05-15","0.69","2.9817","0.53","5.579","MOLINETE",NULL
"1403","AN531","2000-05-17","0.88","0.9065","0.46","2.024","MOLINETE",NULL
"1404","AN531","2000-05-17","0.88","0.9065","0.46","2.024","MOLINETE",NULL
"1405","26071218","2000-05-17",NULL,"0.7421","0.46",NULL,"MOLINETE","DIFERENCIAL"
"1406","E004","2000-05-18",NULL,"0.0252","0.6001","0.042","MOLINETE",NULL
"1407","AN311","2000-05-22","0.43","1.7326","0.41","4.838","MOLINETE",NULL
"1408","AN311","2000-05-22","0.43","1.7326","0.41","4.838","MOLINETE",NULL
"1409","AN314","2000-05-22","0.61","3.3628","0.79","4.096","MOLINETE",NULL
"1410","AN331","2000-05-22","0.26","0.2109","1.05","0.195","MOLINETE",NULL
"1411","25122006","2000-06-06",NULL,"0.0033","0.36","0.009","MICROMOLINETE",NULL
"1412","25128020","2000-06-06",NULL,"0.0461","0.73","0.063","MICROMOLINETE",NULL
"1413","26131008","2000-06-06",NULL,"0.2214","0.58","0.379","MOLINETE",NULL
"1414","AN441","2000-06-22","0.28","1.6062","1.24","1.254","MOLINETE",NULL
"1415","AN441","2000-07-21","0.36","3.7192","0.47","8.04","MOLINETE","Puente Viejo"
"1416","AN441","2000-08-03","0.225","1.136","1.16","0.917","MOLINETE",NULL
"1417","AN441","2000-08-10","0.2","1.0894","1.2","0.869","MOLINETE",NULL
"1418","AN441","2000-08-16","0.23","1.324","1.3","0.994","MOLINETE",NULL
"1419","AN530","2000-08-24","0.075","0.0392","0.25","0.146","MICROMOLINETE",NULL
"1420","AN520","2000-08-24","0.12","0.0652","0.37","0.163","MOLINETE",NULL
"1421","AN531","2000-08-24","0.77","0.2708","0.38","0.682","MOLINETE",NULL
"1422","AN532","2000-08-24","0.24","0.1321","0.22","0.498","MOLINETE",NULL
"1423","AN533","2000-08-24","0.175","0.396","0.32","1.174","MOLINETE",NULL
"1424","AN331","2000-08-25","0.02","0.0026","0.08","0.026","MICROMOLINETE",NULL
"1425","AN311","2000-08-29","0.19","0.3661","0.1","4.074","MOLINETE",NULL
"1426","AN313","2000-08-29","0.19","0.2071","0.78","0.261","MOLINETE",NULL
"1427","AN314","2000-08-29","0.33","0.6648","0.46","1.312","MOLINETE",NULL
"1428","AN322","2000-08-29","0.39","0.3462","0.14","2.348","MOLINETE",NULL
"1429","AN331","2000-08-29","0.19","0.2071","0.78","0.261","MOLINETE",NULL
"1430","AN943","2000-09-05","0.66","0.093","0.29","0.336","MICROMOLINETE",NULL
"1431","AN941","2000-09-05","0.1","1.3853","0.17","7.995","MOLINETE",NULL
"1432","AN942","2000-09-05","0.265","0.449","1.1","0.449","MOLINETE",NULL
"1433","23087006","2000-09-07",NULL,"0.0351","0.56","0.062","MOLINETE",NULL
"1434","23092008","2000-09-07",NULL,"0.0387","0.18","0.223","MOLINETE",NULL
"1435","AN4311","2000-09-11","0.05","0.2336","0.19","1.24","MOLINETE",NULL
"1436","AN433","2000-09-11","0.08","0.3113","0.31","0.909","MOLINETE",NULL
"1437","AN434","2000-09-11","0.66","0.0718","0.28","0.247","MOLINETE",NULL
"1438","AN439","2000-09-11","0.14","0.5853","0.41","1.193","MOLINETE",NULL
"1439","24067036","2000-09-11","0.25","0.1022","0.28","0.37","MOLINETE",NULL
"1440","24074005","2000-09-11",NULL,"0.0142","0.03","0.449","MOLINTE",NULL
"1441","24074015","2000-09-11",NULL,"0.0718","0.28","0.247","MOLINETE",NULL
"1442","24083003","2000-09-12","0.145","0.0946","0.34","0.26","MOLINETE",NULL
"1443","25081038","2000-09-12",NULL,"0.1224","0.49","0.213","MOLINETE",NULL
"1444","24074012","2000-09-14",NULL,"0.0174","0.22","0.073","MOLINETE",NULL
"1445","AN441","2000-09-15","0.15","0.6809","1.17","0.573","MOLINETE",NULL
"1446","25066036","2000-09-19",NULL,"0.0758","0.13","0.52","MOLINETE",NULL
"1447","25067016","2000-09-19",NULL,"0.0155",NULL,NULL,"SALINOMADD",NULL
"1448","E003","2000-09-19",NULL,"0.0119","1.39","0.0085","MOLINETE",NULL
"1449","24064065","2000-09-21",NULL,"0.048","0.25","0.269","MOLINETE","DIFERENCIAL"
"1450","25056029","2000-09-21",NULL,"0.0099",NULL,NULL,"SALINOMADD",NULL
"1451","25062064","2000-09-21",NULL,"0.0706","0.16","0.443","MOLINETE",NULL
"1452","25066009","2000-09-21",NULL,"0.0192","0.3","0.065","MOLINETE",NULL
"1453","25066021","2000-09-21",NULL,"0.157","0.1","0.16","MOLINETE",NULL
"1454","E005","2000-09-21",NULL,"0.0333","0.23","0.127","MOLINETE",NULL
"1455","25068001","2000-09-22",NULL,"0.0685",NULL,NULL,"SALINOMADD","60,8(tropplein)+ 7,7"
"1456","25068005","2000-09-22",NULL,"0.0104","0.26","0.042","MOLINETE",NULL
"1457","27074002","2000-09-25",NULL,"0.00598",NULL,NULL,"SALINOMADD",NULL
"1458","27075012","2000-09-25",NULL,"0.0188","0.26","0.067","MOLINETE",NULL
"1459","27086007","2000-09-25",NULL,"0.00467",NULL,NULL,"SALINOMADD",NULL
"1460","26078002","2000-09-26",NULL,"0.0133","0.22","0.058","MOLINETE",NULL
"1461","27085001","2000-09-26",NULL,"0.0233","0.38","0.06","MOLINETE",NULL
"1462","25128020","2000-09-27",NULL,"0.055","0.61","0.089","MOLINETE",NULL
"1463","26131008","2000-09-27",NULL,"0.1765","0.57","0.321","MOLINETE",NULL
"1464","26071218","2000-09-28",NULL,"0.2277","0.36","0.641","MOLINETE",NULL
"1465","AN531","2000-10-23","1.32","7.3833","0.56","13.334","TORNO",NULL
"1466","AN531","2000-10-23","1.31","7.3673","0.54","13.328","TORNO",NULL
"1467","AN441","2000-11-06","1.52","97.619",NULL,"65.875","TORNO","Suma de aforos parciales"
"1468","AN331","2000-11-22","0.205","0.1888","1.01","0.186","MOLINETE",NULL
"1469","AN543","2000-11-22","0.16","0.1918","0.27","0.721","MOLINETE",NULL
"1470","AN942","2000-11-23","1.01","12.869","1.73","7.281","MOLINETE","Con varillas.Muchas hojas."
"1471","AN311","2000-11-28","0.66","6.406","0.35","17.459","MOLINETE","Con varillas en secci af"
"1472","26074006","2001-02-14",NULL,"0.518","0.74","0.833","MOLINETE",NULL
"1473","26078002","2001-02-14",NULL,"0.1295","0.84","0.153","MOLINETE",NULL
"1474","27074002","2001-02-14",NULL,"0.0559","0.94","0.059","MOLINETE",NULL
"1475","27083009","2001-02-14",NULL,"0.0174","0.37","0.047","MOLINETE",NULL
"1476","27086007","2001-02-14",NULL,"0.109","0.62","0.177","MOLINETE",NULL
"1477","AN531","2001-02-15","0.96","1.5996","0.56","2.734","MOLINETE",NULL
"1478","26071218","2001-02-15",NULL,"0.9448",NULL,NULL,"MOLINETE","Diferencial"
"1479","26078008","2001-02-15",NULL,"0.1657","0.74","0.227","MOLINETE",NULL
"1480","26085004","2001-02-15",NULL,"0.0073","0.57","0.013","MOLINETE",NULL
"1481","27085001","2001-02-15",NULL,"0.0276","0.39","0.069","MOLINETE",NULL
"1482","27075012","2001-02-16",NULL,"0.1953",NULL,NULL,"MOLINETE","Suma de dos aforos."
"1483","23092008","2001-02-19",NULL,"0.1286","0.46","0.234","MOLINETE",NULL
"1484","23094002","2001-02-19",NULL,"0.0757","0.7","0.103","MOLINETE",NULL
"1485","24081009","2001-02-19",NULL,"0.8818","0.31","2.776","MOLINETE",NULL
"1486","24083003","2001-02-19",NULL,"0.7491","1.29","0.575","MOLINETE",NULL
"1487","25081038","2001-02-20",NULL,"0.1465","0.66","0.209","MOLINETE",NULL
"1488","AN520","2001-02-22","0.33","0.4792","0.95","0.497","MOLINETE",NULL
"1489","AN530","2001-02-22","0.305","0.6983","0.48","1.302","MOLINETE",NULL
"1490","AN531","2001-02-22","0.88","0.9949","0.39","2.643","MOLINETE",NULL
"1491","AN532","2001-02-22","0.31","0.3785","0.36","0.993","MOLINETE",NULL
"1492","AN533","2001-02-22","0.25","1.1261","0.57","1.924","MOLINETE",NULL
"1493","24068038","2001-03-05",NULL,"0.2529","0.63","0.391","MOLINETE",NULL
"1494","24073004","2001-03-05",NULL,"0.3794","0.35","1.1","MOLINETE",NULL
"1495","25071025","2001-03-05",NULL,"0.0415","0.85","0.049","MOLINETE",NULL
"1496","25065028","2001-03-06",NULL,"0.0772","0.51","0.148","MOLINETE",NULL
"1497","25066021","2001-03-06",NULL,"0.1696","0.68","0.111","MOLINETE",NULL
"1498","25066036","2001-03-06",NULL,"0.1423","0.4",NULL,"MOLINETE","Diferencial."
"1499","25068001","2001-03-06",NULL,"0.2894","0.67","0.429","MOLINETE",NULL
"1500","25073014","2001-03-06",NULL,"0.0802","0.32","0.249","MOLINETE",NULL
"1501","E001","2001-03-06",NULL,"0.0243","0.17","0.139","MOLINETE","Sobradero."
"1502","E002","2001-03-06",NULL,"0.2148","0.79","0.286","MOLINETE",NULL
"1503","24064065","2001-03-07",NULL,"0.0464",NULL,NULL,"MOLINETE","Aforo diferencial."
"1504","25056029","2001-03-07",NULL,"0.0387","0.35","0.098","MOLINETE",NULL
"1505","25062064","2001-03-07",NULL,"0.6443","0.57","1.131","MOLINETE",NULL
"1506","25066009","2001-03-07",NULL,"0.0942",NULL,NULL,"MOLINETE","Aforo diferencial."
"1507","E005","2001-03-07",NULL,"0.3829","0.83","1.235","MOLINETE",NULL
"1508","AN434","2001-03-08",NULL,"2.0841","0.3","6.945","MOLINETE",NULL
"1509","24074015","2001-03-08",NULL,"1.5178","0.53","3.008","MOLINETE",NULL
"1510","E004","2001-03-08",NULL,"0.16938",NULL,NULL,"MOLINETE","Suma de dos regatas."
"1511","23074005","2001-03-09",NULL,"0.4292","0.86","0.435","MOLINETE",NULL
"1512","AN311","2001-03-13","0.861","11.4757","0.58","19.857","MOLINETE","Con varillas"
"1513","AN313","2001-03-13","1","14.5605","1.84","7.768","MOLINETE","Con varillas"
"1514","AN331","2001-03-13","0.43","1.2901","1.22","1.065","MOLINETE",NULL
"1515","25068005","2001-03-19",NULL,"0.0716","0.65","0.109","MOLINETE",NULL
"1516","25128020","2001-03-20",NULL,"0.0238","0.49","0.049","MOLINETE",NULL
"1517","26131008","2001-03-20",NULL,"0.0099","0.09","0.107","MOLINETE",NULL
"1518","AN4311","2001-03-26","0.13","1.2379","0.16","7.989","MOLINETE",NULL
"1519","AN941","2001-03-26","0.165","2.6503","0.31","8.73","MOLINETE",NULL
"1520","AN942","2001-03-26","0.62","1.8123","0.44","3.944","MOLINETE","Aguas arriba estaci."
"1521","AN943","2001-03-26","0.76","0.4359","0.31","1.37","MOLINETE","Cauce tural."
"1522","AN4311","2001-07-03","0.06","0.3425","0.17","2.033","MOLINETE","Cauce tural."
"1523","AN433","2001-07-03","0.12","0.6353","0.51","1.069","MOLINETE","Cauce tural."
"1524","AN434","2001-07-03",NULL,"0.1095","0.26","0.401","MOLINETE",NULL
